price,first_name,last_name,above_100
109.03727959999999,William,Dixon,True
262.5246522,Kristen,Horn,True
187.00725830000002,Kimberly,Chang,True
283.1746476,Mary,Ball,True
143.87158169999998,Benjamin,Craig,True
61.50899135,Cathy,Werner,False
48.6373091,Brandon,Bell,False
12.38946479,Paul,Farley,False
151.5954472,Sarah,Mcdaniel,True
75.62152103,Caroline,Anderson,False
147.0294047,Carl,Jones,True
244.18565269999996,Scott,Lee,True
17.86427032,Kaylee,Coleman,False
215.537283,Charles,Parker,True
38.35997063,Susan,Hess,False
204.1825486,Kiara,Collier,True
165.8514289,Scott,Martinez,True
30.30144506,Christopher,Ortega,False
243.17249109999997,Michael,Russell,True
287.49328560000004,Dwayne,Johnson,True
180.2344257,Patty,Smith,True
99.79911842,Deanna,Sherman,False
161.7688908,Douglas,Francis,True
18.64987672,Vicki,Diaz,False
244.9119836,Robin,Phillips,True
141.4988254,Travis,Rice,True
50.00303731,Ashley,Rocha,False
80.48182457,Sarah,Jacobson,False
98.91531394,Kayla,Shannon,False
220.62821769999996,Sean,Wang,True
49.16869151,Richard,Estrada,False
150.1237842,Joseph,Torres,True
18.8434377,Kim,Jones,False
269.1840299,Melissa,Tanner,True
64.31251721,Jackson,Cline,False
296.2155012,Sonya,Foster,True
15.390831699999998,Allen,Williams,False
95.22843716,Thomas,Rivera,False
296.8244075,Jamie,Silva,True
92.50052419,Kathleen,Moore,False
169.2289293,Evelyn,Pineda,True
106.79909520000001,Kyle,Peters,True
49.10199817,Anthony,Cruz,False
122.9556986,Eric,Flores,True
254.49526060000002,Anna,Richardson,True
47.59652592,Gary,Harper,False
115.3627815,Linda,Johnson,True
87.97994846,Melissa,Smith,False
135.02304130000002,Kristen,Floyd,True
192.1491355,William,Diaz,True
134.9052939,Benjamin,Smith,True
216.2910463,David,Glenn,True
271.6144999,Dawn,Jones,True
14.4949198,Joel,Smith,False
268.6758682,Larry,Grimes,True
121.77504679999998,Joseph,Arnold,True
241.62163909999998,Kyle,Long,True
261.5460574,Brittany,Day,True
63.5130358,Bobby,Ward,False
254.07557709999998,Thomas,Lee,True
101.48873520000001,Jennifer,Hansen,True
176.0919174,Lisa,Murray,True
273.2303409,Meghan,Wade,True
84.88856949,Tammie,Brooks,False
264.07466519999997,Maria,Bell,True
130.3484426,Allison,Livingston,True
17.34276379,Chris,Hays,False
78.93257699,Courtney,Mitchell,False
188.0219256,Shawn,White,True
225.01982369999996,Taylor,Gomez,True
200.7248208,Jeremy,Rodriguez,True
66.24555967,April,Garcia,False
15.49738786,Zachary,Watts,False
206.82125469999997,Sarah,Montoya,True
89.18615989,Jennifer,Barker,False
72.35772704,Sharon,Garza,False
196.379322,Tiffany,Stevens,True
93.69836738,Ruben,Armstrong,False
271.162282,Jeffrey,Spencer,True
247.8596071,Nicole,Ramsey,True
277.9324821000001,Anne,Roy,True
285.6616405,Lori,Sanchez,True
126.85021100000002,Allison,Chavez,True
36.47040894,Marcus,Adams,False
16.31507197,Mary,Smith,False
178.45767419999999,Joseph,Reed,True
26.04525746,Jason,Armstrong,False
88.47561284,Jeff,Armstrong,False
247.83952549999998,Sean,Shields,True
104.742308,Jessica,Allison,True
99.11707917,Christian,Grant,False
180.35355890000002,Edward,Watson,True
142.090116,Derrick,Cooke,True
235.9669749,Arthur,Hall,True
139.4507994,Sean,Patrick,True
127.39257340000002,Heather,Collins,True
107.86244509999999,Megan,Gomez,True
114.6709254,William,Hale,True
8.608441014,Olivia,Thompson,False
18.85827433,Lori,Torres,False
214.9321807,Vickie,Hernandez,True
40.3199327,Kimberly,Brown,False
182.8545499,Sherry,Meza,True
44.11611704,Phillip,Hansen,False
28.68694329,Jeanette,Knight,False
27.63036397,Kayla,Hanson,False
284.4290554,James,Johnston,True
53.72799274,John,Porter,False
93.68075684,Elizabeth,Reyes,False
77.00624357,Kristen,Henry,False
160.3401593,Claudia,Anderson,True
18.71038619,Nicholas,Webb,False
206.04210680000003,Allison,Cooper,True
280.7741315,Zachary,Barnes,True
265.9765808,Gregory,Hill,True
16.51163899,Terry,Ayers,False
290.4095461,Jessica,Wilson,True
190.3291917,Daniel,Frazier,True
218.2505083,Brian,Welch,True
123.18344270000001,Carol,Chavez,True
214.35031740000002,Ethan,Mcdonald,True
57.54786356,Gerald,Martinez,False
59.87926423,Eric,King,False
110.94631319999999,Sylvia,Walters,True
64.46710142,Jonathan,Lane,False
180.26287019999998,Matthew,Turner,True
30.51584181,Jeffrey,Bauer,False
54.90193651,Jessica,Shaffer,False
251.3752831,Chris,Spencer,True
236.0529879,Mary,Clarke,True
105.98348159999999,Timothy,Mendoza,True
182.343699,Alicia,Hoffman,True
144.8091344,Joseph,Gardner,True
297.94964060000007,Rachael,Rangel,True
194.27163380000002,Jeffrey,Harrington,True
158.543126,Sophia,Randolph,True
275.8719167,Debbie,Freeman,True
201.7749657,Matthew,Braun,True
268.3748402,Sheri,Hudson,True
204.0785754,Mary,King,True
155.0680648,Beth,Davis,True
193.9063244,Margaret,Castillo,True
172.283041,Tommy,Sandoval,True
46.55435299,Christopher,Hines,False
208.35969690000002,Richard,Wright,True
278.52308860000005,Michael,Brown,True
134.1895098,Nathan,Yu,True
248.89213819999998,Cameron,Ford,True
265.3745759,Carla,Hayes,True
136.09257769999996,Marissa,Matthews,True
237.15924159999997,Samuel,Thompson,True
168.94476840000002,Gary,Figueroa,True
146.88868490000002,Michael,West,True
140.3400576,Martin,Walton,True
8.667301582999999,Zachary,Lee,False
67.01185633,Christopher,Stephenson,False
117.72424579999999,Eric,Ortiz,True
56.23964364,Kara,Pittman,False
295.9391812,Andrew,Cowan,True
259.03975049999997,Rhonda,Moss,True
92.82627714,Sarah,Williams,False
236.24728880000004,Carolyn,Collins,True
135.2701794,Larry,Mooney,True
294.25806989999995,Laura,Livingston,True
84.58145758,Candace,Mckenzie,False
124.74645430000001,Candace,Wallace,True
218.43180409999997,Jason,White,True
89.01176826,Patricia,Reynolds,False
244.47171060000002,Michael,Ellison,True
238.45609669999996,Melissa,Robles,True
109.6264717,Heidi,Fry,True
163.95738559999998,James,Smith,True
48.45811847,Charles,Ruiz,False
9.144974191000001,Stephanie,Green,False
106.61920390000002,Stacey,Garcia,True
206.3635063,Glenda,Burke,True
104.052369,Zachary,Alvarez,True
2.448211506,Rachel,Shaw,False
269.623685,Carmen,Beard,True
186.90357749999998,Tony,Daniels,True
70.74105982,Randy,Mora,False
128.9497508,George,Aguirre,True
297.0405639,James,Miller,True
17.30622156,Jacqueline,Williams,False
121.2898903,April,Taylor,True
131.62377790000002,Robert,Johnson,True
280.9706506,Gary,White,True
192.7758756,Kim,Lowe,True
136.3415564,Samantha,Jones,True
16.30104965,Randy,Lozano,False
6.903795238,Arthur,Chavez,False
162.6066945,Melissa,Miller,True
282.5021066,Leslie,Mccormick,True
63.21802404,Carlos,Rubio,False
86.53219266,David,York,False
7.638645405,Gabriella,Anthony,False
117.85417199999999,Olivia,Poole,True
74.67047228,Wayne,Wilson,False
267.3988136,Elizabeth,Moore,True
33.4533981,Janice,Campbell,False
63.64156782,Julie,Johnson,False
189.0392091,Misty,Cantrell,True
109.0138357,Robert,Soto,True
60.84957659,Brenda,Cowan,False
259.5112157,Kelly,Guerrero,True
19.48524858,David,Nichols,False
186.2356283,Kayla,Taylor,True
125.47721259999999,Antonio,Garcia,True
186.58982949999998,Tyler,Cisneros,True
158.8172773,Jillian,Crawford,True
132.7746811,Karl,Pierce,True
276.9621962,Joann,Taylor,True
59.12858208,Jennifer,Jenkins,False
78.87073418,Nancy,Brown,False
120.8428757,Emma,Munoz,True
141.0298622,Shawn,Galloway,True
213.08212039999998,Melissa,Mcguire,True
125.396156,Bryan,Chavez,True
256.1537305,Fernando,Salazar,True
251.34779849999998,Megan,Moore,True
175.209725,Robert,Williams,True
29.45043264,Dennis,Sanford,False
154.8076505,Kimberly,Herrera,True
289.1049353,Gloria,Potts,True
8.470995351000001,Suzanne,Barnett,False
44.5579739,Leah,Myers,False
13.45341602,Kylie,Thomas,False
50.55321552,Amanda,Murphy,False
282.3634971,Christopher,Matthews,True
52.28399767,Nicole,Parks,False
205.4899695,Bobby,Martin,True
121.17110159999999,Kevin,Chambers,True
250.2880742,Kimberly,Lawson,True
101.8881123,Rachel,Lopez,True
219.3845088,Christopher,Clay,True
0.30019336,Daniel,Martin,False
66.55747014,William,Taylor,False
111.293282,Steven,Johnson,True
80.57756789,Daniel,Miller,False
187.6315408,Taylor,Bryant,True
194.7926312,Lauren,Jones,True
22.73764686,Lindsey,Robertson,False
168.33349750000002,Allison,Thomas,True
216.1870446,Vernon,Bishop,True
132.918526,Susan,Parsons,True
210.39608629999998,Brady,Snyder,True
174.69835669999998,Brent,Mcgrath,True
278.60801810000004,Peter,Smith,True
248.12282340000002,Deborah,Fox,True
147.4274074,Heather,Collins,True
102.7977472,Phillip,Meyers,True
275.40083639999995,Nicholas,Hubbard,True
62.31681444,Misty,Ramirez,False
85.87388958,Scott,Johnson,False
253.46747870000002,Jay,Nixon,True
61.19716522,Tony,Hall,False
41.49264584,Taylor,Smith,False
70.49794436,Mark,Reynolds,False
155.48545330000002,Marilyn,Christensen,True
185.451601,Denise,Atkins,True
228.0025997,Melissa,Gonzales,True
229.6628876,Henry,Hoffman,True
59.52753518,Daisy,Davenport,False
122.7131699,Christopher,Paul,True
148.20105159999997,Kevin,Craig,True
122.14404520000001,Natalie,Coleman,True
130.8435662,Jeremy,Strickland,True
162.6152534,Gary,Bonilla,True
236.5957164,Amanda,Richards,True
245.17572280000002,Heidi,Perez,True
174.69223459999998,Robert,Johnson,True
183.8363212,Gary,Mills,True
16.12083718,Chelsea,Caldwell,False
223.27741749999998,John,Frye,True
220.41223219999998,Michael,Strong,True
85.78279752,Christopher,Delgado,False
253.45561830000003,Whitney,Wallace,True
59.68320226,Rebecca,Martinez,False
116.9634653,Marissa,Mccoy,True
38.99584409,Ricky,Kerr,False
249.92134040000002,Anna,Campbell,True
73.38808729,Marie,Walters,False
38.22288302,Robert,Martin,False
162.2802619,Marc,Davis,True
159.37943280000002,James,Dixon,True
186.1602427,Vicki,Ramirez,True
161.2338436,Krista,Campbell,True
170.2123273,Lauren,Patterson,True
290.2581556,Megan,Clark,True
219.58882549999998,Judy,Zimmerman,True
210.7841859,Joseph,Williams,True
210.6602899,Lori,Acevedo,True
275.6331763,William,Taylor,True
248.98404169999998,Dawn,Snyder,True
80.68353707,Jennifer,Simmons,False
163.80090019999997,Alyssa,Nunez,True
63.92800482,Robert,Black,False
239.2396683,Julia,Young,True
227.2506352,Melinda,Barnes,True
154.1341836,Brett,Armstrong,True
246.0040722,Erik,Stevenson,True
34.80089308,Daniel,George,False
197.7020395,Lindsey,Jones,True
227.4255915,Virginia,Lopez,True
92.88318049,Andrew,Brown,False
264.8326094,Donna,Lowery,True
6.313985183,Alexis,Andrade,False
47.74032516,Alyssa,Pierce,False
38.26768696,Tara,Johnson,False
162.0594322,Michael,Brady,True
51.92414009,James,Rhodes,False
